course_name,platform,language,url
Data Science for Executives,edX,English,https://www.classcentral.com/course/columbiax-data-science-for-executives-18406
Tidyverse Skills for Data Science in R,Coursera,English,https://www.classcentral.com/course/tidyverse-data-science-r-22864
Bioinformatics: Introduction and Methods 生物信息学: 导论与方法,Coursera,English,https://www.classcentral.com/course/pkubioinfo-1209
Data Visualization with Tableau Project,Coursera,English,https://www.classcentral.com/course/dataviz-project-6805
Analytical Solutions to Common Healthcare Problems,Coursera,English,https://www.classcentral.com/course/analytical-solutions-common-healthcare-p-12785
Genomic Data Science,Coursera,English,https://www.classcentral.com/course/genomic-data-science-18700
Data Science: Statistics and Machine Learning,Coursera,English,https://www.classcentral.com/course/data-science-statistics-machine-learning-18814
Data Processing Using Python,Coursera,English,https://www.classcentral.com/course/python-data-processing-7751
Tools for Data Science,Coursera,English,https://www.classcentral.com/course/open-source-tools-for-data-science-10620
Excel to MySQL: Analytic Techniques for Business,Coursera,English,https://www.classcentral.com/course/excel-mysql-18671
Data Mining with Weka,FutureLearn,English,https://www.classcentral.com/course/data-mining-with-weka-7805
Python Basics for Data Science,edX,English,https://www.classcentral.com/course/edx-python-basics-for-data-science-12115
Master of Applied Data Science,Coursera,English,https://www.classcentral.com/course/michigan-university-master-applied-data-science-20888
Big Data Analysis with Scala and Spark,Coursera,English,https://www.classcentral.com/course/big-data-analysys-6288
Applied Data Science with Python,Coursera,English,https://www.classcentral.com/course/data-science-python-18916
Data Mining: Theories and Algorithms for Tackling Big Data | 数据挖掘：理论与算法,edX,English,https://www.classcentral.com/course/edx-data-mining-theories-and-algorithms-for-tackling-big-data-8130
Bacterial Bioinformatics,Coursera,English,https://www.classcentral.com/course/informatics-21603
Predictive Analytics using Machine Learning,edX,English,https://www.classcentral.com/course/edx-predictive-analytics-using-machine-learning-14423
Plant Bioinformatics Capstone,Coursera,English,https://www.classcentral.com/course/plant-bioinformatics-capstone-17158
Análisis Multivariable en SPSS,edX,Spanish,https://www.classcentral.com/course/edx-analisis-multivariable-en-spss-17050
Sports Performance Analytics,Coursera,English,https://www.classcentral.com/course/sports-analytics-43857
Become a Data Scientist,Udacity,English,https://www.classcentral.com/course/data-scientist-nanodegree--nd025-18219
Sabermetrics 101: Introduction to Baseball Analytics,edX,English,https://www.classcentral.com/course/edx-sabermetrics-101-introduction-to-baseball-analytics-1837
Introduction to Predictive Analytics using Python,edX,English,https://www.classcentral.com/course/edx-introduction-to-predictive-analytics-using-python-14420
Data Science in Stratified Healthcare and Precision Medicine,Coursera,English,https://www.classcentral.com/course/datascimed-10645
Tools for Exploratory Data Analysis in Business,Coursera,English,https://www.classcentral.com/course/tools-exploratory-data-analysis-business-41006
Analyzing Data with Python,edX,English,https://www.classcentral.com/course/edx-analyzing-data-with-python-12531
Data Mining Project,Coursera,English,https://www.classcentral.com/course/data-mining-project-6227
Big Data Analytics in Healthcare,Udacity,English,https://www.classcentral.com/course/udacity-big-data-analytics-in-healthcare-1027
Policy Analysis Using Interrupted Time Series,edX,English,https://www.classcentral.com/course/edx-policy-analysis-using-interrupted-time-series-3345
Der Werkzeugkasten des Data Scientist,Coursera,German,https://www.classcentral.com/course/data-scientists-tools-de-65146
Datenanalyse verwalten,Coursera,German,https://www.classcentral.com/course/managing-data-analysis-de-39511
Applying Data Analytics in Accounting,Coursera,English,https://www.classcentral.com/course/applying-data-analytics-accounting-58064
Gestión del análisis de datos,Coursera,Spanish,https://www.classcentral.com/course/managing-data-analysis-es-65446
Data Analysis and Visualization,Udacity,English,https://www.classcentral.com/course/udacity-data-analysis-and-visualization-8566
Cours intensif sur la science des données,Coursera,French,https://www.classcentral.com/course/data-science-course-fr-39514
الحصول على البيانات وتنظيفها,Coursera,Arabic,https://www.classcentral.com/course/data-cleaning-ar-37047
Storytelling and Persuading using Data and Digital Technologies,edX,English,https://www.classcentral.com/course/edx-storytelling-and-persuading-using-data-and-digital-technologies-21482
Linux and Bash for Data Engineering,Coursera,English,https://www.classcentral.com/course/linux-and-bash-for-data-engineering-duke-70669
Gestion de l’analyse des données,Coursera,French,https://www.classcentral.com/course/managing-data-analysis-fr-39479
Scripting with Python and SQL for Data Engineering,Coursera,English,https://www.classcentral.com/course/scripting-with-python-sql-for-data-engineering-du-70668
Управление анализом данных,Coursera,Russian,https://www.classcentral.com/course/managing-data-analysis-ru-39512
Cloud Data Engineering,Coursera,English,https://www.classcentral.com/course/cloud-data-engineering-duke-40278
"Big Data, Genes, and Medicine",Coursera,English,https://www.classcentral.com/course/data-genes-medicine-7193
Ein Crashkurs in Datenwissenschaft,Coursera,German,https://www.classcentral.com/course/data-science-course-de-39437
"Data Warehouse Concepts, Design, and Data Integration",Coursera,English,https://www.classcentral.com/course/dwdesign-4230
Qualitative Research Methods,Coursera,English,https://www.classcentral.com/course/qualitative-methods-4176
3D Data Visualization for Science Communication,Coursera,English,https://www.classcentral.com/course/data-visualization-science-communication-14502
Framework for Data Collection and Analysis,Coursera,English,https://www.classcentral.com/course/data-collection-framework-6085
Executive Data Science,Coursera,English,https://www.classcentral.com/course/executive-data-science-18529
Python and Pandas for Data Engineering,Coursera,English,https://www.classcentral.com/course/python-and-pandas-for-data-engineering-duke-70670
Introduction to Data Analysis Using Excel,Coursera,English,https://www.classcentral.com/course/excel-data-analysis-7004
Model Building and Validation,Udacity,English,https://www.classcentral.com/course/udacity-model-building-and-validation-3256
Finding Mutations in DNA and Proteins (Bioinformatics VI),Coursera,English,https://www.classcentral.com/course/mutations-3557
Meaningful Predictive Modeling,Coursera,English,https://www.classcentral.com/course/meaningful-predictive-modeling-13495
Algorithms and Data Structures Capstone,edX,English,https://www.classcentral.com/course/edx-algorithms-and-data-structures-capstone-10178
Dynamic Programming: Applications In Machine Learning and Genomics,edX,English,https://www.classcentral.com/course/edx-dynamic-programming-applications-in-machine-learning-and-genomics-10249
Graph Algorithms in Genome Sequencing,edX,English,https://www.classcentral.com/course/edx-graph-algorithms-in-genome-sequencing-10250
Introduction to Genomic Data Science,edX,English,https://www.classcentral.com/course/edx-introduction-to-genomic-data-science-8962
Big Data - Capstone Project,Coursera,English,https://www.classcentral.com/course/big-data-project-5096
Statistics and Data Science,edX,English,https://www.classcentral.com/course/mitx-statistics-and-data-science-18342
Big Data Analytics Using Spark,edX,English,https://www.classcentral.com/course/edx-big-data-analytics-using-spark-8221
Data Analytics Foundations for Accountancy I,Coursera,English,https://www.classcentral.com/course/data-analytics-accountancy-1-9051
Molecular Evolution (Bioinformatics IV),Coursera,English,https://www.classcentral.com/course/molecularevolution-3555
Practical Time Series Analysis,Coursera,English,https://www.classcentral.com/course/practical-time-series-analysis-10151
"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",Coursera,English,https://www.classcentral.com/course/cloud-applications-2-6309
Communicating Data Science Results,Coursera,English,https://www.classcentral.com/course/data-results-5028
Computing for Data Analysis,Coursera,English,https://www.classcentral.com/course/compdata-388
Introduction to Accounting Data Analytics and Visualization,Coursera,English,https://www.classcentral.com/course/intro-accounting-data-analytics-visual-14477
Econometrics: Methods and Applications,Coursera,English,https://www.classcentral.com/course/erasmus-econometrics-4723
Data Science: Inferential Thinking through Simulations,edX,English,https://www.classcentral.com/course/edx-data-science-inferential-thinking-through-simulations-10321
Dashboarding and Deployment,Coursera,English,https://www.classcentral.com/course/dashboarding-deployment-57716
SQL for Data Science,Coursera,English,https://www.classcentral.com/course/sql-for-data-science-9725
Basic Data Processing and Visualization,Coursera,English,https://www.classcentral.com/course/basic-data-processing-visualization-pyth-13494
Data Science: Machine Learning and Predictions,edX,English,https://www.classcentral.com/course/edx-data-science-machine-learning-and-predictions-10320
Introduction to Data Science,Coursera,English,https://www.classcentral.com/course/datasci-451
Take a Swing at Baseball Analytics: Explore Player Careers,Coursera,English,https://www.classcentral.com/course/baseball-analytics-59406
